"ecotype","DTF","Darker.axillae","Days.to.budding","Disk.diameter","Disk.to.phyllaries.diameter.ratio","Distance.of.first.branching.from.ground","Flower.FHDD.ratio","Flower.head.diameter","Flowerhead.to.phyllaries.diameter.ratio","Internode.length","LIR","Leaf.C.N.ratio","Leaf.area","Leaf.circular","Leaf.curved.height","Leaf.curved.shape.index","Leaf.curvedHeight.maxWidth","Leaf.distal.eccentricity","Leaf.eccentricity","Leaf.eccentricity.area.index","Leaf.ellipsoid","Leaf.height.mid.width","Leaf.maximum.height","Leaf.maximum.width","Leaf.obovoid","Leaf.perimeter","Leaf.proximal.eccentricity","Leaf.rectangular","Leaf.shape.index.external.I","Leaf.shape.index.external.II","Leaf.shape.index.internal","Leaf.total.C","Leaf.total.N","Leaf.width.mid.height","Leaf.width.widest.pos","Ligule.LW.ratio","Ligule.length","Ligule.width","Ligules.number","Petiole.main.veins.colour","Phyllaries.LW.ratio","Phyllaries.diameter","Phyllaries.length","Phyllaries.width","Plant.height.at.flowering","Primary.branches","RGB.proportion.blue","RGB.proportion.green","RGB.proportion.red","SLA","Seed.HW.ratio","Seed.area","Seed.circular","Seed.curved.height","Seed.curved.shape.index","Seed.distal.eccentricity","Seed.eccentricity","Seed.eccentricity.area.index","Seed.ellipsoid","Seed.height.mid.width","Seed.maximum.height","Seed.maximum.width","Seed.ovoid","Seed.perimeter","Seed.proximal.eccentricity","Seed.rectangular","Seed.shape.index.external.I","Seed.shape.index.external.II","Seed.shape.index.internal","Seed.width.mid.height","Seed.width.widest.pos","Stem.colour","Stem.diameter.at.flowering","Stem.diameter.final.after.5th.node","Stem.diameter.final.before.1st.node","TLN","Total.RGB","Trichomes.density.center.average","Trichomes.density.edge.average","Trichomes.density.leaf.center.flat.area","Trichomes.density.leaf.center.secondary.veins","Trichomes.density.leaf.edge.flat.area","Trichomes.density.leaf.edge.secondary.veins","Trichomes.density.nonvein.average","Trichomes.density.vein.average","Trichomes.length"
"north american desert",57,"0",33,4.745721695,0.582346692,21,3.319307339,15.74626714,1.932177418,8.5,0.575757576,7.061377974,12341.4592,0.1867,214.8096,2.3092,1.999307533,0.8339,0.6805,0.394,0.1058,162.052,183.896,107.442,0.4287,671.098,0.9336,0.3953,1.7116,1.7576,1.64,44.114,6.247,92.202,0.6746,3.177840166,5.60990441,1.767224179,24.66666667,3,2.47012512,8.158758014,3.262728493,1.321841195,161.5,16,0.216694166,0.469038352,0.314267482,25.90022917,1.740535459,13.2437125,0.1782625,5.5308125,1.809775,0.8504125,0.76255,0.409575,0.0570625,5.4041125,5.4451125,3.17765,0.286775,15.0225625,0.887825,0.4749125,1.713975,1.7859125,1.7248625,3.0268375,0.360525,3,48.1,38,48,19,173.941,86,71,78,94,87,55,82.5,74.5,4.404489796
"north american desert",48,"0",22,4.323296911,0.584174363,21,2.96895259,12.77118655,1.722143383,5.029411765,0.772727273,5.970355008,11649.9122,0.1295,182.9258,1.7959,1.614754069,0.902,0.6459,0.4058,0.0869,151.13,163.068,113.284,0.3266,514.8408,0.8008,0.3646,1.4395,1.5415,1.2545,42.567,7.13,98.044,0.6503,2.529965508,4.258516362,1.687748523,22,2,3.083426596,7.59340515,3.216898607,1.054493467,85.5,13,0.193471022,0.487860653,0.318668325,27.93074131,1.739439994,10.090375,0.1697375,4.9014375,1.8093625,0.8700625,0.771075,0.390375,0.0560125,4.7347125,4.7730875,2.817825,0.2976,13.190975,0.879325,0.4655625,1.6956,1.7764875,1.7233625,2.668325,0.3357125,0,28,43,44,17,179.293,19,21,16,22,36,6,26,14,4.066285714
"north american desert",46,"0",22,4.572111214,0.530886816,20,2.930701772,13.37873802,1.551462544,5.405263158,0.863636364,6.48231671,8269.5964,0.1706,144.3711,2.0013,1.601099035,0.9067,0.7486,0.42,0.0847,127,138.684,90.17,0.492,404.8477,0.8967,0.4188,1.538,1.7606,1.7586,41.896,6.463,72.136,0.7857,2.81057479,4.573103603,1.643234546,21,2,2.932027452,8.641266655,3.696194788,1.271905615,102.7,13,0.190629267,0.483632036,0.325738697,23.5601037,1.83578479,12.3814,0.1921,5.549325,1.9358625,0.8468125,0.7495125,0.402925,0.05685,5.4504125,5.48215,3.0228625,0.27305,14.8207125,0.8746,0.4543625,1.8267625,1.9132125,1.803775,2.866775,0.3670875,0,23.4,30,41,19,188.203,34,37,50,18,49,25,49.5,21.5,3.523102041
"north american desert",50,"0",22,5.321530801,0.567361406,17.5,2.745423606,14.58247242,1.55621403,6.183333333,0.818181818,7.70721586,13223.4574,0.1387,183.4969,1.6752,1.453578954,0.8684,0.7207,0.4229,0.1139,150.368,163.068,126.238,0.4924,551.7144,0.9094,0.3798,1.2918,1.5025,1.4172,43.812,5.685,100.076,0.6518,2.511911053,4.995349278,2.001845437,24.33333333,3,3.089376989,9.383284915,3.976934526,1.288494476,111.3,14,0.224690778,0.460163092,0.315146129,17.9935466,1.95060294,12.3302125,0.2109875,5.708025,2.0467625,0.8789875,0.767475,0.387525,0.06385,5.566825,5.6237,2.9262875,0.2901,14.985425,0.8680125,0.4502,1.926975,2.012175,1.9341625,2.778125,0.3563125,0,30.5,30,38,18,178.917,99,69.5,93,105,91,48,92,76.5,3.832897959
"north american desert",32,"0",9,3.858933389,0.535116285,20.5,3.358324843,12.7407218,1.792043181,4.538461538,1.444444444,6.95830838,6537.0837,0.1206,130.0232,1.4084,1.537244331,0.8173,0.5279,0.508,0.0789,109.982,118.618,84.582,0.2449,362.5274,0.6474,0.3693,1.4024,1.4728,0.9535,41.521,5.967,74.676,0.5963,2.743804684,4.48841016,1.645650296,21.5,4,2.794927299,7.18298014,3.071912865,1.091331453,59,10,0.233189911,0.443176081,0.323634009,17.31677801,1.978267228,10.2600625,0.2150875,5.2420125,2.071825,0.828175,0.7386375,0.419025,0.063025,5.101175,5.150125,2.6498,0.293575,13.690075,0.881425,0.4615875,1.9450375,2.044825,1.8956625,2.49765,0.3606125,2,13.1,36.107112709867,20,13,182.212,67,34,96,38,47,21,71.5,29.5,4.287673469
"north american desert",40,"0",9,4.025683687,0.555937972,18,2.600470789,10.3437074,1.437400589,3.715384615,1.444444444,6.702234932,2511.3498,0.1798,87.2639,2.1744,1.761839289,0.885,0.6536,0.4754,0.1001,74.93,77.978,49.53,0.5087,244.821,0.7353,0.3865,1.5744,1.9536,1.5385,43.977,6.562,38.354,0.7431,3.153276656,3.267720102,1.041393521,21.66666667,3,3.063300489,7.212527118,3.114295279,1.01367056,48.3,8,0.220845781,0.464678187,0.314476032,37.3157474,1.997075845,9.0324375,0.2118,4.9087625,2.0417625,0.881175,0.7826375,0.3902625,0.0576,4.729425,4.794275,2.457975,0.273075,12.5371375,0.8885625,0.480525,1.95185,2.0081375,2.0006,2.3561125,0.37645,0,12.5,36.1027416560153,33,13,189.458,55.5308319007001,50.4754366503574,59.8120469306114,51.2496168707203,60.9551324529121,39.9957408477342,60.3835896917618,45.6226788592272,3.46068374135057
"north american desert",44,"0",18,6.079959173,0.51472643,8.5,2.664904869,16.19131583,1.371306284,7.573333333,0.833333333,7.787547622,6535.9224,0.1809,143.0752,1.8929,1.765793696,0.8889,0.764,0.3358,0.0859,129.54,135.89,81.026,0.3188,391.2743,0.8947,0.3456,1.6771,1.9318,1.9429,43.226,5.551,67.056,0.7234,2.797729304,5.36576428,1.920699132,31.66666667,3,3.404170633,11.85804984,4.445871225,1.309635611,113.6,11,0.223708066,0.457409374,0.318882559,21.31047408,1.942810614,12.2611,0.212175,5.577275,2.0120625,0.8798,0.781025,0.4054375,0.062,5.378975,5.464975,2.870725,0.32655,14.6616875,0.8883,0.4873625,1.90745,1.9720625,1.9592125,2.7331375,0.3274625,0,23.1,29,35,15,186.426,97.5,64,69,126,75,53,72,89.5,4.815673469
"the great plains",55,"0",32,4.67984796,0.542696363,9,2.929419907,13.71522936,1.588341724,5.381481481,0.84375,8.92350872,13685.521,0.1594,197.3331,1.7744,1.49981075,0.8655,0.7521,0.3515,0.1194,169.926,180.594,131.572,0.3996,640.5589,0.874,0.3298,1.3726,1.6238,1.628,42.658,4.78,104.648,0.737,3.597426337,4.620125638,1.317583802,27.33333333,2,2.957495787,8.636398064,3.329133837,1.127643255,145.3,25,0.2152372,0.470140802,0.314621998,14.88203676,1.87153420182758,10.0019562134225,0.19126959574289,5.01852990593673,1.93830438119489,0.851490217026901,0.754229709031164,0.403324757898289,0.0564948527353772,4.84181960473331,4.88594220908658,2.6928948263285,0.272737926866932,13.2461586047168,0.877445021018554,0.469089696218746,1.82609387063007,1.89466115590011,1.80197060672923,2.5733363634768,0.367939195872186,1,34.3,31,37,27,155.396,49.5,36.5,36,63,57,16,46.5,39.5,4.163265306
"the great plains",55,"0",34,5.565329342,0.59141349,16.5,2.734662762,15.21994673,1.617632971,5.52,0.735294118,7.566851645,15351.5177,0.1368,216.8657,1.8027,1.598880091,0.9321,0.7007,0.4228,0.1071,151.384,179.324,135.636,0.4801,653.1481,0.8697,0.3933,1.3221,1.4224,1.3955,41.827,5.528,106.426,0.6962,3.131337141,5.132723313,1.677155881,30,3,2.909579599,9.450516664,3.630778501,1.248753737,138,19,0.23477127,0.451890993,0.313337737,26.83362646,1.931382703,10.6904125,0.2014625,5.3145375,2.0167875,0.8373375,0.7455375,0.408025,0.0588625,5.1223375,5.173925,2.751675,0.2799,13.88125,0.882775,0.4693625,1.880425,1.960725,1.838675,2.61275,0.3510625,3,44.2,26,42,25,175.622,66,65,79,53,68,62,73.5,57.5,3.905632653
"the great plains",63,"0",38,4.80847437,0.704039683,21,2.255655478,10.90014648,1.596480176,4.644444444,0.710526316,10.78856018,13888.8754,0.127,198.0236,1.496,1.591062189,0.7542,0.5137,0.5091,0.0836,162.814,176.276,124.46,0.2553,579.7495,0.6235,0.3741,1.4163,1.4702,0.9418,44.397,4.115,110.744,0.5798,2.277937969,3.110876946,1.353270068,29,0,2.506909846,6.830704136,2.919169319,1.170521881,125.4,25,0.189011687,0.49003607,0.320952244,19.57558196,1.742284796,10.520775,0.172525,4.971675,1.824975,0.8838875,0.77905,0.3939875,0.0544875,4.770425,4.833925,2.8535375,0.277425,13.4242625,0.8830625,0.4805375,1.7028125,1.7600375,1.7499625,2.7265375,0.366625,0,31.8,31,34,27,173.275,61,60,75,47,67,53,71,50,4.806367347
"the great plains",62,"0",38,4.85745201,0.551676996,2.5,2.85452004,13.88586451,1.575297942,9.323076923,0.684210526,8.086459444,17430.3522,0.1455,226.5753,1.6498,1.610160181,0.8596,0.5254,0.5138,0.1056,185.166,195.58,140.716,0.3239,718.3201,0.6548,0.3755,1.3899,1.6456,0.9758,43.159,5.337,112.522,0.6335,3.248914028,4.830987441,1.485099331,27,1,2.875037732,8.455697154,3.335499594,1.175321204,242.4,27,0.238035927,0.45366603,0.308298043,17.65635353,2.012532475,10.633775,0.2154625,5.33545,2.102525,0.885975,0.791125,0.3823625,0.0620875,5.204375,5.254625,2.6511125,0.2970625,13.6653375,0.891175,0.476275,1.9844375,2.0532375,2.060675,2.5386875,0.3534375,1,37.1,38,38,26,144.516,48.5,31.5,66,31,42,21,54,26,3.435477551
"the great plains",102,"1",62,5.54144486,0.577128204,19,2.998134782,16.62652521,1.730758188,6.8125,0.774193548,11.61216841,11477.2674,0.1369,170.631,1.3896,1.417248081,0.8945,0.626,0.4594,0.1129,150.622,158.496,120.396,0.3801,532.3699,0.7895,0.3481,1.3165,1.4788,1.242,43.39,3.737,101.854,0.7041,3.26953664,5.669137318,1.73758855,42.5,4,3.453869643,9.606366592,3.863188247,1.122658594,327,46,0.258201309,0.433874651,0.307924041,14.53554635,1.89387656828945,10.4041962255668,0.194855013527242,5.15321776435631,1.9638174505038,0.848504144953777,0.751714445546811,0.403568486752378,0.0567088301643215,4.97813390950814,5.02273239183512,2.73285422017775,0.271468520951283,13.566977865061,0.877435686951631,0.466741777030051,1.8499825095057,1.91990770764737,1.81924475653644,2.61123765846054,0.368880325036461,3,37.1,38,39,48,156.347,43.5,58,56,31,78,38,67,34.5,3.939330612
"the great plains",90,"1",53,5.250420537,0.52439733,22,3.478255443,18.24140846,1.822282931,8.944444444,0.679245283,10.4205437,13317.8443,0.1531,185.3673,1.6911,1.456671696,0.8836,0.5951,0.4478,0.1186,165.862,175.26,127.254,0.4755,600.4257,0.6833,0.3551,1.3772,1.723,1.1582,44.072,4.229,96.266,0.6751,3.655107112,6.481597145,1.745779408,34,4,3.050803402,10.01479382,3.991145392,1.311838332,322,36,0.221505129,0.464830395,0.313664477,14.22238819,1.88564495554523,10.2935500159552,0.193221519667634,5.11111694703694,1.95352934262433,0.851831808753387,0.754011000411264,0.401959685436774,0.0566286719458966,4.93546619601498,4.98115387053278,2.72541877147208,0.271489788886853,13.4674947167609,0.877211128250564,0.467120870366961,1.84133758802829,1.90987561802147,1.81646748571902,2.60520210716217,0.369600658956057,2,42.3,36,45,36,156.186,59,68,38,80,79,57,58.5,68.5,3.24835102
"the great plains",114,"1",84,4.424658989,0.589760192,13,3.185280487,14.08947291,1.919269181,6.76441862565718,0.678571429,10.5184357,8307.1447,0.1565,162.1064,1.5429,1.549063527,0.8219,0.7211,0.3066,0.1199,140.97,143.256,104.648,0.3495,513.8155,0.9333,0.3081,1.3689,1.6617,1.45,39.956,3.799,84.836,0.6349,3.261557249,4.849861523,1.476967253,26,4,2.071721592,7.579819495,2.430808468,1.180930146,180.547578077038,42,0.234131593,0.448721186,0.317147221,17.0263265,1.8708063656043,10.0976189959687,0.19112229012043,5.04169537441981,1.93750466292247,0.851093008977285,0.753251014181836,0.40369663317019,0.0564503918226567,4.86361856942453,4.90898954109643,2.70683744987872,0.273042536321534,13.3170586031312,0.876842933943522,0.468725969470057,1.82509804223017,1.89374351382036,1.79738775276514,2.58642019587751,0.368337783285079,2,37.665666507442,42,48,57,158.428,62.5,71,82,43,96,46,89,44.5,2.546987755
"the great plains",103,"1",73,4.838075261,0.60120462,16,3.161996089,15.26417352,1.908579719,6.240740741,0.739726027,11.19316985,17178.3527,0.1275,209.5287,1.6604,1.393439429,0.8858,0.5901,0.4368,0.1091,182.372,190.5,150.368,0.4007,651.9247,0.7282,0.3598,1.2669,1.4653,1.0231,41.919,3.745,124.46,0.6845,3.254833137,5.403109316,1.672052004,32,3,2.352669674,8.145281316,3.075794604,1.312755984,337,53,0.243066917,0.445786065,0.311147018,12.21528315,1.88955090555347,10.1950833723089,0.194006356074535,5.08962868864251,1.95647576346477,0.851526884218946,0.754247781104899,0.403033282455833,0.0566325710883313,4.91391117832433,4.95806625153708,2.7052347702272,0.273327867788387,13.413751917744,0.87750551510109,0.469666372373969,1.8445677656553,1.91384239439719,1.81918366190331,2.5859017348335,0.368260683430338,3,54.2,49,53,54,147.914,60.5,39,60,61,53,25,56.5,43,3.468979592
"the great plains",52,"1",32,4.914929878,0.548452191,19,2.859497216,14.03745526,1.568799395,4.604166667,0.75,7.970235336,12892.1032,0.1779,216.7938,2.1449,1.781876613,0.9355,0.7479,0.3722,0.1242,157.988,177.546,121.666,0.5173,664.3029,0.9063,0.3678,1.4593,1.7041,1.7059,44.157,5.54,92.71,0.6935,2.95258038,4.749573834,1.610687049,29,4,2.628832912,8.693393983,3.525426203,1.358644171,110.5,20,0.253530116,0.43620261,0.310267274,16.19610955,1.759168221,12.6699,0.172375,5.5062625,1.8313375,0.8474,0.745775,0.3956375,0.0509375,5.35385,5.4094125,3.1300375,0.22775,14.79895,0.871,0.4589125,1.72985,1.77405,1.6678875,3.0202,0.3774125,4,30.7,39,44,24,164.513,71.5,57,76,67,64,50,70,58.5,3.577714286
"the great plains",58,"1",33,5.343188615,0.543771472,9.5,2.808625378,15.00184827,1.526174514,5.968,0.757575758,7.988087499,9184.3687,0.1132,163.3086,1.5291,1.519969844,0.868,0.6539,0.4189,0.0979,122.174,133.096,107.442,0.4175,516.0311,0.7898,0.4074,1.2388,1.2895,1.1104,43.373,5.43,94.742,0.707,2.961562137,4.749611666,1.610743903,31,4,2.137435028,9.832695633,3.445940076,1.612993491,149.2,24,0.271087093,0.430006526,0.298906381,19.06657401,1.856299347,14.6495375,0.1857,6.0951125,1.8923875,0.789125,0.6934875,0.430975,0.0493375,5.9200375,5.969,3.283475,0.21845,16.3045375,0.861125,0.46165,1.8190875,1.86495,1.6047875,3.176325,0.3991125,1,50.2,48,48,25,163.951,56.5,66.5,76,37,91,42,83.5,39.5,3.616040816
"the great plains",68,"1",44,4.843383091,0.544481154,7,3.455819525,16.72202295,1.881157238,7.617857143,0.636363636,7.807040613,13167.4575,0.1977,205.017,2.0965,1.611084917,0.8467,0.6603,0.4015,0.1316,162.306,187.198,127.254,0.4204,644.1193,0.8757,0.3189,1.4711,1.7131,1.5188,42.361,5.426,94.742,0.6862,4.229059663,6.394702986,1.534535894,28.66666667,4,2.199601357,8.894603005,2.971702058,1.362512739,213.3,25,0.251004939,0.445242015,0.303753047,23.30936006,1.935879767,14.207375,0.2008625,6.092625,2.0066,0.82815,0.742075,0.4030375,0.0553125,5.943875,5.9769375,3.1472125,0.2490125,15.966175,0.882125,0.467625,1.9079375,1.965,1.823125,3.0427125,0.3834625,1,36.7,37,42,28,156.726,50,31,54,46,32,30,43,38,4.093959184
"the great plains",69,"1",44,4.499437577,0.562949771,7.5,3.524149756,15.82625833,1.981678256,7.686666667,0.681818182,8.104184194,8753.3373,0.1893,157.3179,1.6812,1.536877943,0.9049,0.7819,0.3742,0.1295,148.336,151.638,102.362,0.5075,482.8213,0.8843,0.3107,1.4814,1.9932,2.0086,43.459,5.363,74.422,0.7253,4.319696945,5.716154198,1.318455317,29.33333333,4,2.519904542,8.000825271,3.50671424,1.393532231,230.6,29,0.25032125,0.441597406,0.308081344,19.80393054,1.87630935599105,10.0504565006932,0.19178562803317,5.03969486906536,1.94261875665489,0.849771139102011,0.752005396973227,0.403623024957994,0.0564025545404737,4.86202232796787,4.90674225100074,2.69695214285107,0.27114710842429,13.2956867506893,0.876513131607667,0.467652576219771,1.83063371461109,1.89886969029896,1.79994585516411,2.57754718845667,0.369402876586309,2,36.5,36,39,30,169.65,62,68,66,58,94,42,80,50,3.231036735
"the great plains",118,"1",85,4.377300283,0.573867042,22,3.025470065,14.83755125,1.773650957,6.806451613,0.729411765,12.56685129,12542.233,0.1876,195.2439,2.1118,1.667411652,0.8471,0.6362,0.4871,0.1112,166.37,183.896,117.094,0.4041,566.4059,0.789,0.3156,1.5705,1.7847,1.6667,38.601,3.072,93.218,0.7519,2.780642283,5.28081154646797,1.64451127169656,29.66666667,4,2.480990623,7.637090804,2.923558274,1.187978094,422,61,0.259720371,0.431976208,0.308303422,14.46457502,1.86904935106618,9.97691538294428,0.190744945992907,5.00849636434746,1.93553195109743,0.847660926269596,0.751545782751571,0.405908055877725,0.0562583116840752,4.82718528211953,4.87116062068726,2.68952904339387,0.273823663113465,13.2330620742361,0.877967354878977,0.469844841017104,1.82127061153305,1.8899213770077,1.79058062859516,2.56965920027232,0.367959929032155,3,55.2,53,56,62,146.265,49,35.5,65,33,39,32,52,32.5,2.523183673
"the great plains",102,"1",62,4.507338177,0.553072166,21,3.673241367,16.56695735,2.031609799,6.053191489,0.758064516,9.961249671,12909.0064,0.1805,182.661,2.0729,1.549865938,0.8495,0.4875,0.5466,0.1121,174.498,182.626,117.856,0.4192,586.6916,0.5609,0.3374,1.5496,1.8978,1.0606,40.836,4.099,91.948,0.6839,3.489046467,5.923303324,1.73527034,26.66666667,3,2.474833618,8.149685107,3.273400645,1.32689927,284.5,43,0.245643405,0.441222219,0.313134376,13.35092192,1.89290189832757,10.113988819879,0.194732697726376,5.07303666810625,1.96176385853803,0.852115273581354,0.755257092839181,0.402651242618767,0.0569329126022533,4.89772878076106,4.94194704497233,2.69114139230529,0.273978171992588,13.3482772137865,0.878006101726452,0.468492960225795,1.84773476540329,1.91786077662399,1.82728471795206,2.57121591023955,0.367500378164563,1,58.2,43,63,47,151.724,36.5,37,46,27,48,26,47,26.5,3.501306122
"the great plains",58,"1",36,5.08185344,0.527870798,17.5,3.284788351,16.65589076,1.729604571,5.375,0.777777778,7.771814803,9549.7874,0.1781,163.4276,1.9887,1.588680859,0.924,0.745,0.3267,0.114,144.78,153.67,102.87,0.47,500.6934,0.8459,0.3454,1.4938,1.9388,1.5957,43.82,5.638,74.676,0.6701,3.347155154,6.233976806,1.878797501,31.66666667,2,3.060350191,9.629884803,3.821289106,1.256256439,150.5,25,0.251734504,0.444444444,0.303821051,18.75449214,1.66384768,10.1116125,0.1568125,4.8226625,1.7370125,0.8063625,0.7202,0.41925,0.04955,4.6447875,4.6818,2.8985,0.2522625,13.18995,0.88055,0.459925,1.62155,1.67475,1.513,2.78605,0.386275,1,26.2,31,31,28,165.321,46,61,59,33,73,49,66,41,3.423428571
"the great plains",61,"1",37,4.516436044,0.58166212,22,3.067858016,13.87104933,1.782713663,5.196666667,0.810810811,8.399341424,13218.7478,0.1659,187.8027,2.0201,1.441287931,0.7636,0.4236,0.6033,0.1339,147.574,176.53,130.302,0.3636,603.0229,0.5414,0.3246,1.3548,1.5831,0.8352,43.848,5.22,93.218,0.6642,3.161631497,4.855081659,1.595646608,30.66666667,4,2.958837911,7.787075007,3.189135167,1.114872615,155.9,26,0.225209883,0.4641769,0.310613217,19.15482945,1.837751914,11.79665,0.1913375,5.43375,1.906125,0.848,0.7523,0.4002,0.05665,5.2797625,5.3287,2.9567375,0.2826125,14.509375,0.8800625,0.463375,1.8038875,1.881275,1.7798125,2.80855,0.3825,4,35.3,40,39,30,150.322,82.5,66.5,69,96,88,45,78.5,70.5,3.38764898
"the great plains",59,"1",35,4.761605251,0.473167123,11.5,3.35769656,15.96754119,1.586734428,6.6,0.714285714,7.558194977,10179.6571,0.1665,168.2074,1.9215,1.508505372,0.8905,0.7796,0.3976,0.1242,155.448,159.258,111.506,0.4704,482.6289,0.9037,0.3123,1.4282,1.9553,1.9677,41.042,5.43,79.502,0.7193,3.715999168,5.777619209,1.558648943,29.33333333,4,3.085656804,10.08248181,3.958569292,1.282511212,165,25,0.23111396,0.457916622,0.310969418,17.93140233,1.655537201,8.9653875,0.1478875,4.5598875,1.701575,0.847775,0.7396125,0.396525,0.0482,4.3696125,4.3934,2.754325,0.2264625,12.251475,0.85345,0.4514,1.6016875,1.64625,1.532425,2.6656875,0.3942375,1,34.9,30,34,25,176.281,43,40,53,33,51,29,52,31,3.012244898
"the great plains",58,"1",35,4.610968809,0.519161188,17.5,3.94264841,17.32179386,2.020559215,6.584615385,0.742857143,7.806168917,8649.9827,0.1586,156.5129,1.896,1.525229009,0.8934,0.7717,0.3308,0.1076,138.938,143.764,102.616,0.4368,436.5647,0.9121,0.3294,1.401,1.6626,1.6641,44.178,5.659,83.566,0.6996,4.249188962,6.366718301,1.491193639,30.66666667,4,3.023243772,8.873629331,3.12801449,1.035170189,171.2,25,0.257228745,0.441873938,0.300897317,20.36727737,1.656785087,8.962325,0.1511625,4.6093625,1.7261375,0.8120375,0.7175,0.42185,0.055325,4.345775,4.4159,2.7821125,0.270575,12.5052125,0.8795,0.44315,1.59205,1.6503125,1.515075,2.64185,0.3653,4,40.9,44,47,26,155.352,53,58,74,32,98,18,86,25,2.932653061
"the great plains",58,"1",35,4.434237457,0.514227727,11,3.733416282,16.54058267,1.919214827,6.872,0.714285714,7.028138189,13826.3594,0.1728,208.5513,1.5691,1.645427075,0.8658,0.6779,0.443,0.1206,156.972,181.61,126.746,0.5487,633.2682,0.8913,0.3532,1.4329,1.648,1.5414,42.113,5.992,95.25,0.7459,2.824588593,5.993546855,2.141845548,21.66666667,3,3.052326232,8.624183255,3.283012153,1.073721513,171.8,21,0.221113118,0.464377862,0.31450902,22.02350972,1.559604866,9.8409375,0.1298,4.6298625,1.60005,0.85995,0.7602375,0.3893125,0.050525,4.4039875,4.4397125,2.9686125,0.2716375,12.8735375,0.8761375,0.4608375,1.4961875,1.5387,1.483475,2.8641375,0.387325,1,40.8,38,40,25,186.036,49,73.5,46,52,107,40,76.5,46,3.139102041
"the great plains",53,"1",33,5.556002993,0.5574532,14.5,3.130219904,17.38910956,1.745336046,7.196153846,0.787878788,8.563152301,15283.4533,0.1601,229.4532,1.5481,1.67910605,0.8717,0.687,0.408,0.1317,163.322,183.642,136.652,0.4994,720.9903,0.8611,0.3707,1.3439,1.5346,1.3778,44.362,5.181,106.426,0.6481,3.659265456,6.101851629,1.669382383,33.66666667,4,2.70192304,9.967953332,3.843158655,1.420037008,187.1,22,0.233280241,0.463446499,0.303273261,17.50280955,1.711848631,11.68278571,0.1622,5.202185714,1.735485714,0.835228571,0.746685714,0.400057143,0.048928571,5.027071429,5.08,3.038928571,0.245342857,14.12564286,0.886128571,0.469185714,1.6751,1.704871429,1.615214286,2.954257143,0.401942857,3,38.2,36,48,26,167.631,47.5,47,48,47,47,47,47.5,47,4.275673469
"the great plains",50,"1",26,4.058615512,0.584670977,17,3.799819823,15.41696872,2.223355326,4.041666667,0.923076923,6.922450269,11621.6542,0.0877,150.9666,1.3964,1.2356688,0.8402,0.7143,0.3386,0.081,133.604,146.05,122.174,0.2674,497.6921,0.8542,0.3943,1.1954,1.2233,1.1081,41.85,6.045,109.22,0.6086,2.861217614,5.737062176,2.008877404,22.33333333,3,2.845164779,6.952438302,2.818594756,0.992236159,97,19,0.209381105,0.475943816,0.314675079,26.36491425,1.79956333,12.4320875,0.1814875,5.4707625,1.85595,0.8591875,0.7688125,0.397375,0.05405,5.2996125,5.3564875,3.04005,0.2901125,14.534,0.888975,0.484425,1.7668,1.818625,1.7769625,2.922325,0.3561125,3,29.4,32,36,24,167.379,65.5,29.5,78,53,35,24,56.5,38.5,2.527395918
"the great plains",44,"1",22,3.412613584,0.536378326,8.5,4.031759932,13.70271078,2.157708908,5.847058824,0.772727273,6.353148946,8382.8219,0.2203,170.1675,2.2854,1.897877585,0.9414,0.7843,0.3739,0.1017,158.75,161.544,89.662,0.4079,440.361,0.9171,0.3189,1.8017,2.4038,2.3942,40.606,6.391,66.04,0.7343,2.550337188,5.017597511,2.003297633,20.66666667,3,2.633715669,6.353017812,2.679209933,1.009099085,99.4,16,0.193890867,0.484602386,0.321506746,53.4959917,2.069157187,9.5273,0.2224875,5.0859625,2.1079625,0.8789875,0.7851875,0.396825,0.0610625,4.927875,4.9715125,2.4579875,0.29075,12.9906375,0.8899375,0.4986,2.02865,2.0916375,2.0785,2.3627375,0.3521625,3,25.3,35,43,17,192.335,44,42,60,28,64,20,62,24,2.927314286
"the great plains",55,"1",35,3.2793656,0.496761715,7,4.322610833,14.18473835,2.147807911,5.747826087,0.657142857,7.494171376,12299.9109,0.1721,206.7393,1.9677,1.695696358,0.8912,0.7892,0.361,0.1222,166.624,168.91,121.92,0.513,611.6104,0.8807,0.3568,1.3854,1.7587,1.7703,43.509,5.806,94.742,0.7534,3.343884204,5.466864244,1.640886571,22,2,2.440764478,6.437669289,2.169785235,0.886256031,132.2,22,0.208499743,0.476706308,0.314793949,19.94148979,1.900295039,7.6253875,0.1981875,4.4119625,2.012625,0.837,0.74915,0.4295625,0.059025,4.2359625,4.26905,2.321725,0.307875,11.6652,0.8859,0.4961625,1.851225,1.947175,1.8555,2.1907375,0.3452,2,46.2,40,51,23,179.276,98.5,92,128,69,136,48,132,58.5,3.519893878
